N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,OM,Fertility
334,8.1,561,7.526479587861409,0.5394152289326384,0.6061883072782,4.215720866860553,0.7039615841945716,6.07673571223587,0.7405033881973919,10.982087433191543,0.1356425592124475,1.039228370543864,1
334,8.1,561,7.526500307954992,0.5394088014361731,0.6061716025737683,4.21097038605778,0.704297159687229,6.0795174221504045,0.7402015683573808,10.985409076007494,0.13498951902756717,1.0391934353148229,1
335,8.1,561,7.526521028048574,0.5394023739397078,0.6061548978693367,4.206219905255007,0.7046327351798862,6.082299132064939,0.7398997485173697,10.988730718823447,0.13433647884268685,1.0391585000857817,1
335,8.1,561,7.526541748142157,0.5393959464432425,0.6061381931649051,4.201469424452234,0.7049683106725435,6.085080841979474,0.7395979286773586,10.992052361639399,0.13368343865780652,1.0391235648567405,1
335,8.1,561,7.52656246823574,0.5393895189467772,0.6061214884604735,4.1967189436494605,0.7053038861652008,6.087862551894009,0.7392961088373474,10.995374004455352,0.1330303984729262,1.0390886296276995,1
335,8.1,562,7.526583188329322,0.5393830914503119,0.606104783756042,4.191968462846687,0.7056394616578581,6.090644261808544,0.7389942889973363,10.998695647271303,0.13237735828804587,1.0390536943986584,1
335,8.1,562,7.5266039084229055,0.5393766639538466,0.6060880790516104,4.187217982043914,0.7059750371505153,6.093425971723079,0.7386924691573251,11.002017290087256,0.13172431810316554,1.0390187591696172,1
335,8.1,562,7.526624628516488,0.5393702364573814,0.6060713743471788,4.182467501241141,0.7063106126431726,6.096207681637614,0.738390649317314,11.005338932903207,0.1310712779182852,1.0389838239405762,1
335,8.1,562,7.526645348610071,0.5393638089609161,0.6060546696427472,4.177717020438368,0.7066461881358299,6.0989893915521485,0.7380888294773029,11.00866057571916,0.13041823773340488,1.038948888711535,1
335,8.1,562,7.526666068703654,0.5393573814644508,0.6060379649383156,4.172966539635595,0.7069817636284872,6.101771101466683,0.7377870096372918,11.011982218535113,0.12976519754852456,1.0389139534824938,1
336,8.1,562,7.526686788797236,0.5393509539679855,0.606021260233884,4.168216058832821,0.7073173391211445,6.104552811381218,0.7374851897972806,11.015303861351065,0.12911215736364423,1.0388790182534526,1
336,8.1,562,7.526707508890819,0.5393445264715202,0.6060045555294524,4.163465578030048,0.7076529146138018,6.107334521295753,0.7371833699572694,11.018625504167016,0.1284591171787639,1.0388440830244117,1
336,8.1,562,7.5267282289844015,0.5393380989750549,0.6059878508250208,4.158715097227275,0.7079884901064591,6.110116231210288,0.7368815501172583,11.021947146982969,0.12780607699388358,1.0388091477953705,1
336,8.1,562,7.526748949077985,0.5393316714785896,0.6059711461205892,4.153964616424502,0.7083240655991164,6.112897941124824,0.7365797302772472,11.025268789798922,0.12715303680900325,1.0387742125663293,1
336,8.1,562,7.526769669171568,0.5393252439821244,0.6059544414161576,4.149214135621729,0.7086596410917737,6.1156796510393585,0.7362779104372361,11.028590432614873,0.12649999662412292,1.0387392773372883,1
336,8.1,562,7.52679038926515,0.5393188164856592,0.6059377367117261,4.1444636548189555,0.708995216584431,6.118461360953893,0.735976090597225,11.031912075430826,0.1258469564392426,1.0387043421082471,1
336,8.1,562,7.526811109358733,0.5393123889891939,0.6059210320072945,4.139713174016182,0.7093307920770884,6.121243070868428,0.7356742707572138,11.035233718246777,0.12519391625436227,1.038669406879206,1
336,8.1,563,7.526831829452315,0.5393059614927286,0.6059043273028629,4.134962693213409,0.7096663675697457,6.124024780782963,0.7353724509172026,11.03855536106273,0.12454087606948183,1.0386344716501648,1
337,8.1,563,7.526852549545898,0.5392995339962633,0.6058876225984313,4.130212212410636,0.7100019430624029,6.126806490697498,0.7350706310771915,11.041877003878682,0.1238878358846015,1.0385995364211238,1
337,8.1,563,7.526873269639482,0.539293106499798,0.6058709178939997,4.125461731607864,0.7103375185550602,6.129588200612033,0.7347688112371804,11.045198646694635,0.12323479569972118,1.0385646011920826,1
337,8.1,563,7.526893989733064,0.5392866790033327,0.6058542131895681,4.1207112508050905,0.7106730940477175,6.132369910526568,0.7344669913971693,11.048520289510586,0.12258175551484085,1.0385296659630414,1
337,8.1,563,7.526914709826647,0.5392802515068674,0.6058375084851365,4.115960770002317,0.7110086695403748,6.135151620441103,0.7341651715571582,11.051841932326539,0.12192871532996052,1.0384947307340002,1
337,8.1,563,7.52693542992023,0.5392738240104021,0.6058208037807049,4.111210289199544,0.7113442450330321,6.137933330355638,0.733863351717147,11.05516357514249,0.1212756751450802,1.0384597955049593,1
337,8.1,563,7.526956150013812,0.5392673965139368,0.6058040990762733,4.106459808396771,0.7116798205256893,6.140715040270173,0.7335615318771358,11.058485217958443,0.12062263496019987,1.038424860275918,1
337,8.1,563,7.526976870107395,0.5392609690174716,0.6057873943718417,4.101709327593998,0.7120153960183466,6.143496750184708,0.7332597120371247,11.061806860774396,0.11996959477531954,1.0383899250468769,1
337,8.1,563,7.526997590200978,0.5392545415210063,0.6057706896674102,4.096958846791225,0.7123509715110039,6.146278460099243,0.7329578921971136,11.065128503590348,0.11931655459043922,1.0383549898178357,1
338,8.1,563,7.527018310294561,0.539248114024541,0.6057539849629786,4.092208365988451,0.7126865470036612,6.149060170013778,0.7326560723571025,11.068450146406299,0.11866351440555889,1.0383200545887947,1
338,8.1,563,7.527039030388144,0.5392416865280757,0.605737280258547,4.087457885185678,0.7130221224963185,6.1518418799283126,0.7323542525170913,11.071771789222252,0.11801047422067856,1.0382851193597535,1
338,8.1,563,7.527059750481726,0.5392352590316104,0.6057205755541154,4.082707404382905,0.7133576979889759,6.154623589842847,0.7320524326770802,11.075093432038205,0.11735743403579824,1.0382501841307124,1
338,8.1,564,7.527080470575309,0.5392288315351451,0.6057038708496838,4.077956923580132,0.7136932734816331,6.157405299757382,0.731750612837069,11.078415074854156,0.11670439385091791,1.0382152489016714,1
338,8.1,564,7.527101190668891,0.5392224040386798,0.6056871661452522,4.073206442777359,0.7140288489742904,6.160187009671917,0.7314487929970579,11.08173671767011,0.11605135366603758,1.0381803136726302,1
338,8.1,564,7.5271219107624745,0.5392159765422145,0.6056704614408206,4.0684559619745855,0.7143644244669477,6.162968719586452,0.7311469731570468,11.08505836048606,0.11539831348115726,1.038145378443589,1
338,8.1,564,7.527142630856058,0.5392095490457492,0.605653756736389,4.063705481171812,0.7146999999596051,6.165750429500987,0.7308451533170357,11.088380003302014,0.11474527329627693,1.0381104432145478,1
338,8.1,564,7.52716335094964,0.539203121549284,0.6056370520319574,4.058955000369039,0.7150355754522624,6.168532139415522,0.7305433334770245,11.091701646117965,0.1140922331113966,1.0380755079855069,1
339,8.1,564,7.527184071043223,0.5391966940528187,0.6056203473275259,4.054204519566266,0.7153711509449197,6.1713138493300566,0.7302415136370134,11.095023288933918,0.11343919292651627,1.0380405727564657,1
339,8.1,564,7.527204791136805,0.5391902665563535,0.6056036426230943,4.049454038763493,0.7157067264375769,6.174095559244591,0.7299396937970022,11.09834493174987,0.11278615274163595,1.0380056375274245,1
339,8.1,564,7.527225511230388,0.5391838390598882,0.6055869379186627,4.04470355796072,0.7160423019302342,6.176877269159126,0.7296378739569911,11.101666574565822,0.11213311255675562,1.0379707022983833,1
339,8.1,564,7.527246231323971,0.5391774115634229,0.6055702332142311,4.039953077157947,0.7163778774228915,6.179658979073661,0.72933605411698,11.104988217381774,0.1114800723718753,1.0379357670693423,1
339,8.1,564,7.527266951417554,0.5391709840669576,0.6055535285097995,4.035202596355174,0.7167134529155488,6.182440688988196,0.7290342342769689,11.108309860197727,0.11082703218699497,1.0379008318403011,1
339,8.1,564,7.527287671511137,0.5391645565704923,0.6055368238053679,4.030452115552401,0.7170490284082061,6.185222398902731,0.7287324144369577,11.11163150301368,0.11017399200211464,1.03786589661126,1
339,8.1,565,7.52730839160472,0.539158129074027,0.6055201191009363,4.025701634749628,0.7173846039008633,6.188004108817266,0.7284305945969466,11.114953145829631,0.10952095181723431,1.037830961382219,1
339,8.1,565,7.527329111698302,0.5391517015775618,0.6055034143965047,4.0209511539468545,0.7177201793935206,6.190785818731801,0.7281287747569354,11.118274788645582,0.10886791163235399,1.0377960261531778,1
340,8.1,565,7.527349831791885,0.5391452740810965,0.6054867096920731,4.016200673144081,0.7180557548861779,6.193567528646335,0.7278269549169243,11.121596431461535,0.10821487144747366,1.0377610909241366,1
340,8.1,565,7.527370551885467,0.5391388465846312,0.6054700049876415,4.011450192341308,0.7183913303788352,6.196349238560871,0.7275251350769132,11.124918074277488,0.10756183126259333,1.0377261556950954,1
340,8.1,565,7.527391271979051,0.5391324190881659,0.6054533002832099,4.006699711538535,0.7187269058714926,6.199130948475406,0.7272233152369021,11.12823971709344,0.106908791077713,1.0376912204660544,1
340,8.1,565,7.527411992072634,0.5391259915917006,0.6054365955787784,4.001949230735762,0.7190624813641499,6.201912658389941,0.7269214953968909,11.131561359909393,0.10625575089283268,1.0376562852370133,1
340,8.1,565,7.527432712166216,0.5391195640952353,0.6054198908743468,3.9971987499329886,0.7193980568568071,6.204694368304476,0.7266196755568797,11.134883002725344,0.10560271070795235,1.037621350007972,1
340,8.1,565,7.527453432259799,0.53911313659877,0.6054031861699152,3.9924482691302154,0.7197336323494644,6.207476078219011,0.7263178557168686,11.138204645541297,0.10494967052307191,1.0375864147789309,1
340,8.1,565,7.527474152353381,0.5391067091023047,0.6053864814654836,3.9876977883274423,0.7200692078421218,6.2102577881335455,0.7260160358768575,11.141526288357248,0.10429663033819159,1.03755147954989,1
340,8.1,565,7.527494872446964,0.5391002816058394,0.605369776761052,3.982947307524669,0.7204047833347791,6.21303949804808,0.7257142160368464,11.144847931173201,0.10364359015331126,1.0375165443208487,1
341,8.1,565,7.5275155925405475,0.5390938541093742,0.6053530720566204,3.978196826721896,0.7207403588274364,6.215821207962615,0.7254123961968353,11.148169573989152,0.10299054996843093,1.0374816090918075,1
341,8.1,565,7.52753631263413,0.5390874266129089,0.6053363673521888,3.9734463459191227,0.7210759343200936,6.218602917877151,0.7251105763568241,11.151491216805105,0.1023375097835506,1.0374466738627666,1
341,8.1,566,7.527557032727713,0.5390809991164436,0.6053196626477572,3.9686958651163495,0.7214115098127509,6.221384627791686,0.7248087565168129,11.154812859621057,0.10168446959867028,1.0374117386337254,1
341,8.1,566,7.527577752821295,0.5390745716199783,0.6053029579433256,3.9639453843135763,0.7217470853054082,6.224166337706221,0.7245069366768018,11.15813450243701,0.10103142941378995,1.0373768034046842,1
341,8.1,566,7.527598472914878,0.539068144123513,0.6052862532388941,3.959194903510803,0.7220826607980655,6.2269480476207555,0.7242051168367907,11.161456145252963,0.10037838922890963,1.037341868175643,1
341,8.1,566,7.527619193008461,0.5390617166270477,0.6052695485344625,3.954444422708031,0.7224182362907228,6.22972975753529,0.7239032969967796,11.164777788068914,0.0997253490440293,1.037306932946602,1
341,8.1,566,7.5276399131020435,0.5390552891305824,0.6052528438300309,3.9496939419052577,0.72275381178338,6.232511467449825,0.7236014771567685,11.168099430884865,0.09907230885914897,1.0372719977175608,1
341,8.1,566,7.527660633195627,0.5390488616341171,0.6052361391255993,3.9449434611024845,0.7230893872760373,6.23529317736436,0.7232996573167573,11.171421073700818,0.09841926867426865,1.0372370624885197,1
342,8.1,566,7.52768135328921,0.539042434137652,0.6052194344211677,3.9401929802997113,0.7234249627686946,6.238074887278895,0.7229978374767461,11.174742716516771,0.09776622848938832,1.0372021272594785,1
342,8.1,566,7.527702073382792,0.5390360066411867,0.605202729716736,3.935442499496938,0.723760538261352,6.24085659719343,0.722696017636735,11.178064359332723,0.09711318830450799,1.0371671920304375,1
342,8.1,566,7.527722793476375,0.5390295791447214,0.6051860250123045,3.930692018694165,0.7240961137540093,6.243638307107965,0.7223941977967239,11.181386002148676,0.09646014811962766,1.0371322568013963,1
342,8.1,566,7.527743513569957,0.5390231516482561,0.6051693203078728,3.9259415378913918,0.7244316892466666,6.2464200170224995,0.7220923779567128,11.184707644964627,0.09580710793474734,1.0370973215723551,1
342,8.1,566,7.52776423366354,0.5390167241517908,0.6051526156034412,3.9211910570886186,0.7247672647393238,6.249201726937034,0.7217905581167016,11.18802928778058,0.09515406774986701,1.0370623863433142,1
342,8.1,567,7.5277849537571235,0.5390102966553255,0.6051359108990096,3.9164405762858454,0.7251028402319812,6.251983436851569,0.7214887382766905,11.191350930596531,0.09450102756498668,1.037027451114273,1
342,8.1,567,7.527805673850706,0.5390038691588602,0.6051192061945782,3.9116900954830722,0.7254384157246385,6.254765146766104,0.7211869184366793,11.194672573412484,0.09384798738010636,1.0369925158852318,1
342,8.1,567,7.527826393944289,0.5389974416623949,0.6051025014901465,3.906939614680299,0.7257739912172958,6.257546856680639,0.7208850985966682,11.197994216228437,0.09319494719522603,1.0369575806561906,1
343,8.1,567,7.527847114037871,0.5389910141659296,0.605085796785715,3.902189133877526,0.7261095667099531,6.260328566595174,0.7205832787566571,11.201315859044389,0.0925419070103457,1.0369226454271496,1
343,8.1,567,7.527867834131454,0.5389845866694644,0.6050690920812833,3.8974386530747527,0.7264451422026104,6.263110276509709,0.720281458916646,11.20463750186034,0.09188886682546538,1.0368877101981084,1
343,8.1,567,7.527888554225037,0.5389781591729991,0.6050523873768517,3.8926881722719795,0.7267807176952676,6.2658919864242435,0.7199796390766348,11.207959144676293,0.09123582664058505,1.0368527749690672,1
343,8.1,567,7.52790927431862,0.5389717316765338,0.6050356826724201,3.8879376914692063,0.7271162931879249,6.268673696338778,0.7196778192366237,11.211280787492246,0.09058278645570472,1.036817839740026,1
343,8.1,567,7.527929994412203,0.5389653041800685,0.6050189779679885,3.883187210666433,0.7274518686805822,6.271455406253313,0.7193759993966125,11.214602430308197,0.0899297462708244,1.036782904510985,1
343,8.1,567,7.527950714505785,0.5389588766836032,0.6050022732635569,3.87843672986366,0.7277874441732395,6.274237116167848,0.7190741795566014,11.217924073124149,0.08927670608594407,1.036747969281944,1
343,8.1,567,7.527971434599368,0.5389524491871379,0.6049855685591253,3.8736862490608868,0.7281230196658968,6.277018826082383,0.7187723597165903,11.221245715940102,0.08862366590106374,1.0367130340529027,1
343,8.1,567,7.527992154692951,0.5389460216906726,0.6049688638546937,3.8689357682581136,0.728458595158554,6.279800535996919,0.7184705398765792,11.224567358756055,0.08797062571618341,1.0366780988238617,1
344,8.1,567,7.528012874786533,0.5389395941942073,0.6049521591502622,3.8641852874553413,0.7287941706512113,6.2825822459114535,0.718168720036568,11.227889001572006,0.08731758553130309,1.0366431635948206,1
344,8.1,568,7.5280335948801165,0.538933166697742,0.6049354544458306,3.859434806652568,0.7291297461438687,6.285363955825988,0.7178669001965567,11.231210644387957,0.08666454534642276,1.0366082283657794,1
344,8.1,568,7.5280543149737,0.5389267392012768,0.604918749741399,3.854684325849795,0.729465321636526,6.288145665740523,0.7175650803565456,11.234532287203912,0.08601150516154243,1.0365732931367382,1
344,8.1,568,7.528075035067282,0.5389203117048115,0.6049020450369674,3.8499338450470217,0.7298008971291833,6.290927375655058,0.7172632605165346,11.237853930019863,0.085358464976662,1.0365383579076972,1
344,8.1,568,7.528095755160865,0.5389138842083462,0.6048853403325358,3.8451833642442486,0.7301364726218406,6.293709085569593,0.7169614406765235,11.241175572835814,0.08470542479178167,1.036503422678656,1
344,8.1,568,7.528116475254447,0.538907456711881,0.6048686356281042,3.8404328834414754,0.730472048114498,6.296490795484128,0.7166596208365124,11.244497215651768,0.08405238460690134,1.0364684874496148,1
344,8.1,568,7.52813719534803,0.5389010292154157,0.6048519309236726,3.835682402638702,0.7308076236071552,6.299272505398663,0.7163578009965011,11.24781885846772,0.08339934442202102,1.0364335522205737,1
344,8.1,568,7.528157915441613,0.5388946017189504,0.604835226219241,3.830931921835929,0.7311431990998125,6.302054215313198,0.7160559811564899,11.251140501283672,0.08274630423714069,1.0363986169915327,1
345,8.1,568,7.528178635535196,0.5388881742224851,0.6048185215148094,3.826181441033156,0.7314787745924698,6.304835925227733,0.7157541613164788,11.254462144099623,0.08209326405226036,1.0363636817624915,1
345,8.1,568,7.528199355628779,0.5388817467260199,0.6048018168103778,3.8214309602303826,0.7318143500851271,6.307617635142268,0.7154523414764677,11.257783786915576,0.08144022386738003,1.0363287465334503,1
345,8.1,568,7.528220075722361,0.5388753192295546,0.6047851121059463,3.8166804794276095,0.7321499255777844,6.310399345056803,0.7151505216364566,11.26110542973153,0.08078718368249971,1.0362938113044093,1
345,8.1,568,7.528240795815944,0.5388688917330893,0.6047684074015147,3.8119299986248363,0.7324855010704416,6.313181054971338,0.7148487017964456,11.26442707254748,0.08013414349761938,1.0362588760753682,1
345,8.1,568,7.528261515909527,0.538862464236624,0.6047517026970831,3.807179517822063,0.7328210765630989,6.315962764885873,0.7145468819564343,11.267748715363432,0.07948110331273905,1.036223940846327,1
345,8.1,569,7.528282236003109,0.5388560367401587,0.6047349979926515,3.80242903701929,0.7331566520557562,6.318744474800408,0.7142450621164231,11.271070358179385,0.07882806312785873,1.0361890056172858,1
345,8.1,569,7.5283029560966925,0.5388496092436934,0.6047182932882199,3.7976785562165167,0.7334922275484135,6.321526184714942,0.713943242276412,11.274392000995338,0.0781750229429784,1.0361540703882448,1
345,8.1,569,7.528323676190275,0.5388431817472281,0.6047015885837883,3.7929280754137435,0.7338278030410708,6.324307894629477,0.7136414224364009,11.277713643811289,0.07752198275809807,1.0361191351592036,1
346,8.1,569,7.528344396283858,0.5388367542507628,0.6046848838793567,3.7881775946109704,0.734163378533728,6.327089604544012,0.7133396025963898,11.28103528662724,0.07686894257321775,1.0360841999301624,1
346,8.1,569,7.528365116377441,0.5388303267542975,0.6046681791749251,3.783427113808197,0.7344989540263854,6.329871314458547,0.7130377827563786,11.284356929443195,0.07621590238833742,1.0360492647011212,1
346,8.1,569,7.528385836471023,0.5388238992578323,0.6046514744704935,3.778676633005425,0.7348345295190427,6.332653024373082,0.7127359629163675,11.287678572259146,0.07556286220345709,1.0360143294720803,1
346,8.1,569,7.528406556564606,0.538817471761367,0.6046347697660619,3.7739261522026517,0.7351701050117,6.335434734287617,0.7124341430763563,11.291000215075098,0.07490982201857677,1.035979394243039,1
346,8.1,569,7.528427276658189,0.5388110442649017,0.6046180650616304,3.7691756713998785,0.7355056805043573,6.338216444202152,0.7121323232363452,11.29432185789105,0.07425678183369644,1.035944459013998,1
346,8.1,569,7.528447996751772,0.5388046167684364,0.6046013603571988,3.7644251905971053,0.7358412559970147,6.340998154116686,0.7118305033963341,11.297643500707004,0.07360374164881611,1.035909523784957,1
346,8.1,569,7.528468716845355,0.5387981892719711,0.6045846556527672,3.759674709794332,0.736176831489672,6.343779864031221,0.711528683556323,11.300965143522955,0.07295070146393579,1.0358745885559157,1
346,8.1,569,7.528489436938937,0.5387917617755058,0.6045679509483356,3.754924228991559,0.7365124069823292,6.346561573945756,0.7112268637163118,11.304286786338906,0.07229766127905546,1.0358396533268746,1
347,8.1,570,7.52851015703252,0.5387853342790405,0.604551246243904,3.750173748188786,0.7368479824749865,6.349343283860291,0.7109250438763007,11.30760842915486,0.07164462109417513,1.0358047180978334,1
347,8.1,570,7.528530877126103,0.5387789067825752,0.6045345415394724,3.7454232673860126,0.7371835579676438,6.352124993774826,0.7106232240362895,11.310930071970812,0.0709915809092948,1.0357697828687924,1
347,8.1,570,7.5285515972196855,0.5387724792861099,0.6045178368350408,3.7406727865832394,0.7375191334603011,6.354906703689361,0.7103214041962784,11.314251714786764,0.07033854072441448,1.0357348476397512,1
347,8.1,570,7.528572317313269,0.5387660517896447,0.6045011321306092,3.7359223057804662,0.7378547089529583,6.357688413603896,0.7100195843562673,11.317573357602715,0.06968550053953415,1.03569991241071,1
347,8.1,570,7.528593037406851,0.5387596242931795,0.6044844274261776,3.731171824977693,0.7381902844456156,6.36047012351843,0.7097177645162562,11.320895000418668,0.06903246035465382,1.0356649771816688,1
347,8.1,570,7.528613757500434,0.5387531967967142,0.604467722721746,3.72642134417492,0.7385258599382729,6.363251833432965,0.709415944676245,11.324216643234621,0.0683794201697735,1.0356300419526279,1
347,8.1,570,7.528634477594017,0.5387467693002489,0.6044510180173145,3.7216708633721467,0.7388614354309302,6.366033543347501,0.7091141248362338,11.327538286050572,0.06772637998489317,1.0355951067235867,1
347,8.1,570,7.528655197687599,0.5387403418037836,0.6044343133128829,3.7169203825693735,0.7391970109235875,6.368815253262036,0.7088123049962227,11.330859928866525,0.06707333980001284,1.0355601714945455,1
348,8.1,570,7.528675917781182,0.5387339143073183,0.6044176086084513,3.7121699017666003,0.7395325864162449,6.371596963176571,0.7085104851562116,11.334181571682478,0.06642029961513252,1.0355252362655045,1
348,8.1,570,7.528696637874765,0.538727486810853,0.6044009039040197,3.707419420963827,0.7398681619089021,6.374378673091106,0.7082086653162005,11.33750321449843,0.06576725943025208,1.0354903010364633,1
348,8.1,570,7.528717357968348,0.5387210593143877,0.6043841991995881,3.702668940161054,0.7402037374015594,6.3771603830056405,0.7079068454761894,11.34082485731438,0.06511421924537175,1.0354553658074221,1
348,8.1,570,7.528738078061931,0.5387146318179225,0.6043674944951565,3.697918459358281,0.7405393128942167,6.379942092920175,0.7076050256361782,11.344146500130334,0.06446117906049142,1.035420430578381,1
348,8.1,571,7.528758798155513,0.5387082043214572,0.6043507897907249,3.6931679785555085,0.7408748883868741,6.38272380283471,0.707303205796167,11.347468142946287,0.0638081388756111,1.03538549534934,1
348,8.1,571,7.528779518249096,0.5387017768249919,0.6043340850862933,3.6884174977527353,0.7412104638795314,6.385505512749246,0.7070013859561559,11.350789785762238,0.06315509869073077,1.0353505601202988,1
348,8.1,571,7.528800238342678,0.5386953493285266,0.6043173803818617,3.683667016949962,0.7415460393721887,6.388287222663781,0.7066995661161448,11.35411142857819,0.06250205850585044,1.0353156248912576,1
348,8.1,571,7.5288209584362615,0.5386889218320613,0.6043006756774301,3.678916536147189,0.7418816148648459,6.391068932578316,0.7063977462761337,11.357433071394142,0.06184901832097012,1.0352806896622164,1
349,8.1,571,7.528841678529845,0.538682494335596,0.6042839709729986,3.6741660553444158,0.7422171903575032,6.3938506424928505,0.7060959264361226,11.360754714210096,0.06119597813608979,1.0352457544331755,1
349,8.1,571,7.528862398623427,0.5386760668391307,0.604267266268567,3.6694155745416426,0.7425527658501605,6.396632352407385,0.7057941065961114,11.364076357026047,0.06054293795120946,1.0352108192041343,1
349,8.1,571,7.52888311871701,0.5386696393426654,0.6042505615641354,3.6646650937388694,0.7428883413428178,6.39941406232192,0.7054922867561002,11.367397999841998,0.059889897766329137,1.035175883975093,1
349,8.1,571,7.528903838810593,0.5386632118462001,0.6042338568597038,3.659914612936096,0.7432239168354751,6.402195772236455,0.7051904669160891,11.370719642657951,0.05923685758144881,1.0351409487460521,1
349,8.1,571,7.528924558904175,0.5386567843497349,0.6042171521552722,3.655164132133323,0.7435594923281323,6.40497748215099,0.704888647076078,11.374041285473904,0.05858381739656848,1.035106013517011,1
349,8.1,571,7.5289452789977585,0.5386503568532696,0.6042004474508406,3.65041365133055,0.7438950678207896,6.407759192065525,0.7045868272360669,11.377362928289855,0.057930777211688156,1.0350710782879697,1
349,8.1,571,7.528965999091341,0.5386439293568043,0.604183742746409,3.6456631705277767,0.7442306433134469,6.41054090198006,0.7042850073960557,11.380684571105808,0.05727773702680783,1.0350361430589285,1
349,8.1,571,7.528986719184924,0.538637501860339,0.6041670380419774,3.6409126897250035,0.7445662188061042,6.4133226118945945,0.7039831875560446,11.384006213921761,0.0566246968419275,1.0350012078298876,1
350,8.1,572,7.529007439278507,0.5386310743638737,0.6041503333375458,3.6361622089222303,0.7449017942987616,6.416104321809129,0.7036813677160334,11.387327856737713,0.055971656657047175,1.0349662726008464,1
350,8.1,572,7.529028159372089,0.5386246468674085,0.6041336286331142,3.631411728119457,0.7452373697914189,6.418886031723664,0.7033795478760223,11.390649499553664,0.05531861647216685,1.0349313373718052,1
350,8.1,572,7.529048879465672,0.5386182193709432,0.6041169239286827,3.626661247316684,0.7455729452840761,6.421667741638199,0.7030777280360112,11.393971142369617,0.05466557628728652,1.034896402142764,1
350,8.1,572,7.5290695995592545,0.5386117918744779,0.6041002192242511,3.6219107665139108,0.7459085207767334,6.424449451552734,0.7027759081960001,11.39729278518557,0.054012536102406195,1.034861466913723,1
350,8.1,572,7.529090319652838,0.5386053643780127,0.6040835145198195,3.6171602857111376,0.7462440962693908,6.427231161467269,0.7024740883559889,11.400614428001521,0.05335949591752587,1.0348265316846819,1
350,8.1,572,7.529111039746421,0.5385989368815474,0.6040668098153879,3.6124098049083644,0.7465796717620481,6.430012871381804,0.7021722685159778,11.403936070817473,0.05270645573264554,1.0347915964556407,1
350,8.1,572,7.529131759840003,0.5385925093850821,0.6040501051109562,3.607659324105592,0.7469152472547054,6.4327945812963385,0.7018704486759666,11.407257713633426,0.052053415547765214,1.0347566612265997,1
350,8.1,572,7.529152479933586,0.5385860818886168,0.6040334004065246,3.602908843302819,0.7472508227473627,6.435576291210873,0.7015686288359555,11.410579356449379,0.05140037536288489,1.0347217259975585,1
351,8.1,572,7.529173200027168,0.5385796543921515,0.604016695702093,3.5981583625000457,0.7475863982400199,6.438358001125408,0.7012668089959444,11.41390099926533,0.05074733517800456,1.0346867907685173,1
351,8.1,572,7.529193920120751,0.5385732268956862,0.6039999909976614,3.5934078816972725,0.7479219737326772,6.441139711039943,0.7009649891559333,11.417222642081281,0.05009429499312423,1.0346518555394761,1
351,8.1,572,7.5292146402143345,0.5385667993992209,0.6039832862932298,3.5886574008944994,0.7482575492253345,6.443921420954478,0.7006631693159221,11.420544284897234,0.049441254808243906,1.0346169203104352,1
351,8.1,573,7.529235360307917,0.5385603719027556,0.6039665815887982,3.583906920091726,0.7485931247179918,6.446703130869013,0.700361349475911,11.423865927713187,0.04878821462336358,1.034581985081394,1
351,8.1,573,7.5292560804015,0.5385539444062903,0.6039498768843667,3.579156439288953,0.7489287002106491,6.449484840783549,0.7000595296358998,11.427187570529139,0.04813517443848325,1.0345470498523528,1
351,8.1,573,7.529276800495083,0.538547516909825,0.6039331721799351,3.57440595848618,0.7492642757033063,6.452266550698083,0.6997577097958887,11.430509213345092,0.047482134253602926,1.0345121146233116,1
351,8.1,573,7.529297520588665,0.5385410894133598,0.6039164674755035,3.5696554776834066,0.7495998511959636,6.455048260612618,0.6994558899558776,11.433830856161045,0.0468290940687226,1.0344771793942706,1
351,8.1,573,7.529318240682248,0.5385346619168945,0.6038997627710719,3.5649049968806334,0.749935426688621,6.457829970527153,0.6991540701158665,11.437152498976996,0.04617605388384227,1.0344422441652295,1
352,8.1,573,7.5293389607758305,0.5385282344204292,0.6038830580666403,3.5601545160778603,0.7502710021812783,6.460611680441688,0.6988522502758553,11.440474141792947,0.045523013698961834,1.0344073089361883,1
352,8.1,573,7.529359680869414,0.5385218069239639,0.6038663533622087,3.555404035275087,0.7506065776739356,6.463393390356223,0.6985504304358441,11.4437957846089,0.04486997351408151,1.0343723737071473,1
352,8.1,573,7.529380400962997,0.5385153794274986,0.6038496486577771,3.550653554472314,0.7509421531665929,6.466175100270758,0.698248610595833,11.447117427424853,0.04421693332920118,1.034337438478106,1
352,8.1,573,7.529401121056579,0.5385089519310333,0.6038329439533455,3.5459030736695407,0.7512777286592502,6.4689568101852934,0.6979467907558219,11.450439070240805,0.04356389314432085,1.034302503249065,1
